id,group,day,response
P311,B,62,79
P311,B,71,80
P311,B,84,80
P312,B,17,59
P312,B,18,61
P312,B,23,65
P312,B,37,65
P312,B,49,70
P312,B,53,74
P312,B,54,78
P312,B,63,78
P312,B,65,80
P312,B,94,83
P313,B,12,64
P313,B,22,65
P313,B,24,69
P313,B,31,70
P313,B,32,70
P313,B,45,71
P313,B,50,71
P313,B,55,74
P313,B,59,75
P313,B,61,80
P314,B,11,64
P314,B,17,66
P314,B,21,66
P314,B,22,69
P314,B,28,70
P314,B,31,72
P314,B,40,73
P314,B,43,77
P314,B,48,81
P314,B,57,84
P315,A,16,80
P315,A,18,79
P315,A,63,77
P315,A,68,75
P315,A,70,73
P315,A,75,72
P315,A,76,70
P315,A,92,68
P315,A,96,67
P315,A,97,64
P316,A,68,80
P316,A,73,79
P316,A,75,78
P316,A,76,76
P316,A,82,75
P316,A,89,74
P316,A,90,73
P316,A,92,73
P316,A,98,72
P316,A,100,71
P317,A,37,82
P317,A,46,81
P317,A,64,79
P317,A,65,79
P317,A,86,78
P317,A,89,75
P317,A,90,75
P317,A,91,74
P317,A,92,72
P317,A,96,72
P318,A,26,80
P318,A,47,74
P318,A,49,67
P318,A,54,66
P318,A,57,64
P318,A,58,64
P318,A,64,63
P318,A,73,62
P318,A,77,61
P318,A,82,59
P319,A,27,79
P319,A,32,78
P319,A,49,77
P319,A,64,75
P319,A,72,74
P319,A,80,74
P319,A,89,72
P319,A,93,71
P319,A,97,71
P319,A,98,59
P320,B,11,63
P320,B,16,63
P320,B,23,64
P320,B,29,64
P320,B,30,66
P320,B,31,66
P320,B,49,67
P320,B,64,72
P320,B,74,72
P320,B,78,80
P321,B,4,65
P321,B,7,67
P321,B,14,68
P321,B,18,68
P321,B,32,69
P321,B,34,74
P321,B,36,74
P321,B,54,76
P321,B,66,78
P321,B,76,78
P322,B,15,64
P322,B,18,65
P322,B,20,67
P322,B,21,70
P322,B,22,78
P322,B,42,80
P322,B,45,82
P322,B,53,87
P322,B,57,87
P322,B,60,88
P323,B,18,63
P323,B,21,64
P323,B,32,65
P323,B,36,69
P323,B,41,71
P323,B,48,72
P323,B,57,74
P323,B,66,75
P323,B,75,79
P323,B,82,79
P324,A,10,80
P324,A,39,79
P324,A,53,78
P324,A,57,78
P324,A,65,78
P324,A,71,77
P324,A,80,72
P324,A,84,69
P324,A,92,65
P324,A,97,64
P325,A,10,80
P325,A,23,80
P325,A,42,80
P325,A,52,78
P325,A,65,78
P325,A,67,75
P325,A,81,75
P325,A,82,75
P325,A,92,70
P325,A,100,69
P326,A,50,80
P326,A,54,79
P326,A,61,77
P326,A,77,75
P326,A,78,74
P326,A,79,74
P326,A,86,71
P326,A,93,69
P326,A,95,68
P326,A,96,68
P327,B,13,64
P327,B,27,68
P327,B,34,70
P327,B,40,70
P327,B,43,71
P327,B,47,73
P327,B,48,73
P327,B,57,73
P327,B,74,75
P327,B,98,75
P328,A,8,78
P328,A,21,77
P328,A,47,75
P328,A,53,73
P328,A,60,73
P328,A,66,73
P328,A,77,73
P328,A,84,70
P328,A,92,64
P328,A,96,63
P329,B,13,71
P329,B,24,74
P329,B,29,76
P329,B,34,80
P329,B,49,80
P329,B,51,81
P329,B,52,82
P329,B,54,90
P329,B,57,94
P329,B,59,95
P330,B,18,62
P330,B,19,63
P330,B,20,63
P330,B,25,63
P330,B,26,64
P330,B,30,67
P330,B,43,68
P330,B,48,72
P330,B,49,73
P330,B,55,75
P331,A,52,79
P331,A,67,77
P331,A,71,76
P331,A,72,75
P331,A,79,75
P331,A,81,71
P331,A,82,70
P331,A,88,68
P331,A,90,68
P331,A,97,68
P332,B,10,65
P332,B,28,67
P332,B,43,67
P332,B,48,68
P332,B,49,68
P332,B,58,68
P332,B,72,68
P332,B,74,69
P332,B,75,69
P332,B,78,71
P333,A,16,82
P333,A,32,80
P333,A,47,79
P333,A,49,79
P333,A,51,77
P333,A,67,77
P333,A,69,73
P333,A,70,73
P333,A,75,73
P333,A,100,73
P334,B,9,67
P334,B,13,67
P334,B,27,69
P334,B,28,71
P334,B,31,74
P334,B,37,77
P334,B,47,77
P334,B,57,80
P334,B,71,82
P334,B,85,83
P335,A,28,82
P335,A,39,79
P335,A,71,78
P335,A,76,78
P335,A,77,72
P335,A,78,72
P335,A,80,72
P335,A,84,71
P335,A,89,68
P335,A,91,64
P336,A,23,79
P336,A,28,79
P336,A,34,77
P336,A,35,76
P336,A,50,73
P336,A,74,67
P336,A,79,67
P336,A,86,67
P336,A,96,66
P336,A,99,65
P337,B,9,67
P337,B,13,77
P337,B,18,81
P337,B,19,82
P337,B,25,82
P337,B,28,84
P337,B,44,84
P337,B,59,84
P337,B,60,85
P337,B,68,86
P338,A,27,83
P338,A,65,82
P338,A,68,81
P338,A,74,79
P338,A,79,79
P338,A,91,76
P338,A,92,75
P338,A,94,73
P338,A,95,71
P338,A,99,69
P339,B,13,66
P339,B,22,66
P339,B,28,70
P339,B,43,70
P339,B,44,75
P339,B,45,76
P339,B,65,80
P339,B,71,82
P339,B,72,82
P339,B,86,82
P340,B,4,68
P340,B,21,68
P340,B,23,70
P340,B,24,70
P340,B,26,71
P340,B,32,71
P340,B,38,73
P340,B,41,75
P340,B,52,75
P340,B,80,77
P341,A,6,80
P341,A,31,80
P341,A,38,79
P341,A,51,78
P341,A,54,76
P341,A,58,76
P341,A,62,74
P341,A,90,70
P341,A,92,69
P341,A,98,66
P342,B,12,66
P342,B,15,67
P342,B,17,77
P342,B,19,77
P342,B,22,79
P342,B,27,79
P342,B,28,81
P342,B,29,81
P342,B,41,81
P342,B,45,84
P343,A,11,82
P343,A,36,81
P343,A,49,81
P343,A,58,80
P343,A,75,75
P343,A,88,72
P343,A,90,70
P343,A,96,69
P343,A,97,67
P343,A,99,65
P344,B,19,68
P344,B,20,67
P344,B,28,70
P344,B,42,74
P344,B,44,75
P344,B,48,80
P344,B,57,80
P344,B,76,83
P344,B,77,85
P344,B,81,85
P345,B,9,68
P345,B,17,69
P345,B,23,69
P345,B,31,70
P345,B,37,71
P345,B,38,71
P345,B,47,74
P345,B,64,74
P345,B,76,76
P345,B,82,80
P346,A,17,80
P346,A,27,80
P346,A,28,80
P346,A,58,79
P346,A,84,77
P346,A,88,75
P346,A,90,74
P346,A,93,71
P346,A,96,69
P346,A,99,69
P347,A,25,78
P347,A,47,78
P347,A,48,77
P347,A,50,75
P347,A,64,75
P347,A,65,73
P347,A,74,69
P347,A,82,68
P347,A,94,66
P347,A,100,66
P348,A,20,82
P348,A,22,81
P348,A,32,80
P348,A,51,79
P348,A,53,79
P348,A,65,75
P348,A,71,74
P348,A,77,72
P348,A,92,72
P348,A,95,71
P349,B,17,66
P349,B,22,74
P349,B,24,79
P349,B,27,83
P349,B,30,84
P349,B,43,86
P349,B,44,89
P349,B,49,91
P349,B,54,93
P349,B,74,94
P350,B,20,65
P350,B,34,65
P350,B,35,67
P350,B,42,72
P350,B,44,72
P350,B,50,74
P350,B,55,78
P350,B,63,78
P350,B,67,85
P350,B,72,85
P351,B,4,64
P351,B,5,67
P351,B,28,70
P351,B,34,71
P351,B,40,74
P351,B,44,75
P351,B,54,76
P351,B,62,76
P351,B,70,77
P351,B,81,80
P352,A,30,79
P352,A,32,75
P352,A,40,76
P352,A,49,74
P352,A,50,72
P352,A,54,65
P352,A,60,65
P352,A,63,64
P352,A,93,63
P352,A,97,62
P353,B,6,62
P353,B,10,64
P353,B,11,66
P353,B,21,68
P353,B,25,71
P353,B,35,74
P353,B,46,76
P353,B,51,78
P353,B,70,78
P353,B,74,83
P354,B,20,67
P354,B,24,69
P354,B,27,70
P354,B,28,71
P354,B,29,71
P354,B,45,72
P354,B,52,76
P354,B,64,76
P354,B,78,77
P354,B,79,77
P355,A,15,79
P355,A,28,78
P355,A,37,77
P355,A,54,76
P355,A,59,75
P355,A,60,74
P355,A,61,71
P355,A,65,70
P355,A,74,69
P355,A,92,69
P356,B,19,66
P356,B,23,67
P356,B,26,67
P356,B,28,70
P356,B,38,70
P356,B,46,71
P356,B,50,72
P356,B,52,74
P356,B,53,74
P356,B,86,76
P357,B,12,65
P357,B,18,66
P357,B,19,67
P357,B,28,72
P357,B,29,73
P357,B,32,73
P357,B,45,76
P357,B,54,84
P357,B,67,85
P357,B,80,86
P358,A,22,77
P358,A,30,75
P358,A,50,75
P358,A,62,72
P358,A,81,70
P358,A,86,69
P358,A,90,69
P358,A,94,68
P358,A,99,68
P358,A,100,64
P359,B,9,69
P359,B,20,70
P359,B,21,70
P359,B,28,72
P359,B,31,76
P359,B,37,75
P359,B,46,77
P359,B,64,77
P359,B,74,81
P359,B,83,81
P360,A,40,79
P360,A,47,79
P360,A,48,73
P360,A,62,74
P360,A,63,72
P360,A,71,68
P360,A,76,68
P360,A,83,68
P360,A,87,67
P360,A,92,67
P361,A,51,81
P361,A,60,80
P361,A,63,80
P361,A,72,80
P361,A,77,79
P361,A,80,79
P361,A,84,79
P361,A,86,78
P361,A,88,78
P361,A,89,78
P362,B,10,67
P362,B,15,67
P362,B,20,70
P362,B,28,70
P362,B,34,72
P362,B,48,72
P362,B,54,73
P362,B,64,75
P362,B,66,75
P362,B,76,76
P363,B,9,63
P363,B,14,63
P363,B,16,64
P363,B,21,66
P363,B,25,66
P363,B,30,66
P363,B,47,68
P363,B,52,69
P363,B,79,71
P363,B,83,73
P364,B,12,68
P364,B,32,73
P364,B,33,74
P364,B,47,74
P364,B,50,76
P364,B,57,77
P364,B,64,79
P364,B,65,81
P364,B,81,84
P364,B,90,84
P365,A,33,80
P365,A,34,80
P365,A,67,79
P365,A,72,78
P365,A,77,77
P365,A,81,75
P365,A,83,75
P365,A,89,74
P365,A,98,74
P365,A,100,74
P366,B,15,64
P366,B,22,64
P366,B,30,64
P366,B,31,64
P366,B,42,67
P366,B,43,67
P366,B,44,69
P366,B,56,69
P366,B,58,70
P366,B,80,70
P367,B,25,66
P367,B,26,67
P367,B,27,67
P367,B,31,67
P367,B,41,68
P367,B,45,68
P367,B,46,68
P367,B,48,71
P367,B,51,73
P367,B,67,77
P368,B,5,65
P368,B,8,69
P368,B,14,69
P368,B,17,73
P368,B,23,76
P368,B,24,77
P368,B,40,80
P368,B,43,81
P368,B,45,82
P368,B,49,85
P369,A,3,81
P369,A,19,78
P369,A,65,78
P369,A,73,76
P369,A,77,75
P369,A,81,73
P369,A,93,73
P369,A,94,73
P369,A,98,68
P369,A,99,67
P370,A,30,80
P370,A,48,77
P370,A,56,75
P370,A,60,69
P370,A,66,69
P370,A,67,68
P370,A,74,67
P370,A,79,66
P370,A,88,66
P370,A,100,64
P371,B,12,63
P371,B,19,63
P371,B,34,64
P371,B,37,64
P371,B,41,65
P371,B,47,65
P371,B,51,65
P371,B,60,66
P371,B,66,67
P371,B,85,68
P372,A,36,80
P372,A,41,79
P372,A,61,75
P372,A,67,74
P372,A,72,69
P372,A,75,68
P372,A,83,66
P372,A,86,66
P372,A,93,62
P372,A,97,61
P373,B,12,65
P373,B,16,65
P373,B,33,66
P373,B,39,68
P373,B,41,74
P373,B,47,81
P373,B,51,85
P373,B,53,85
P373,B,71,86
P373,B,100,86
P374,A,24,80
P374,A,42,75
P374,A,67,74
P374,A,73,74
P374,A,80,74
P374,A,83,73
P374,A,84,73
P374,A,96,72
P374,A,97,69
P374,A,100,69
P375,B,11,66
P375,B,15,71
P375,B,28,72
P375,B,29,74
P375,B,42,75
P375,B,49,80
P375,B,60,80
P375,B,64,84
P375,B,66,85
P375,B,75,87
P376,A,24,78
P376,A,54,75
P376,A,64,74
P376,A,67,74
P376,A,77,74
P376,A,78,72
P376,A,83,70
P376,A,88,69
P376,A,98,68
P376,A,100,66
P377,B,11,67
P377,B,18,74
P377,B,21,74
P377,B,24,74
P377,B,25,76
P377,B,35,77
P377,B,49,78
P377,B,51,79
P377,B,60,79
P377,B,96,83
P378,B,8,65
P378,B,9,68
P378,B,18,68
P378,B,29,75
P378,B,36,76
P378,B,39,81
P378,B,52,83
P378,B,56,84
P378,B,67,88
P378,B,85,90
P379,B,8,66
P379,B,14,66
P379,B,25,69
P379,B,26,71
P379,B,28,72
P379,B,31,73
P379,B,35,73
P379,B,43,74
P379,B,69,76
P379,B,71,78
P380,A,19,80
P380,A,26,79
P380,A,46,78
P380,A,56,74
P380,A,70,73
P380,A,82,72
P380,A,84,68
P380,A,89,68
P380,A,92,65
P380,A,100,65
P381,B,6,65
P381,B,17,67
P381,B,34,67
P381,B,45,68
P381,B,58,68
P381,B,62,68
P381,B,71,69
P381,B,72,71
P381,B,73,73
P381,B,74,73
P382,B,9,67
P382,B,18,72
P382,B,19,73
P382,B,20,74
P382,B,21,76
P382,B,24,76
P382,B,25,80
P382,B,36,81
P382,B,41,83
P382,B,44,85
P383,B,10,64
P383,B,17,67
P383,B,18,67
P383,B,30,68
P383,B,33,72
P383,B,40,73
P383,B,44,73
P383,B,55,73
P383,B,56,76
P383,B,64,79
P384,B,22,68
P384,B,28,70
P384,B,29,71
P384,B,30,71
P384,B,38,73
P384,B,40,75
P384,B,41,77
P384,B,47,77
P384,B,74,79
P384,B,87,80
P385,A,13,83
P385,A,36,82
P385,A,43,81
P385,A,48,81
P385,A,52,77
P385,A,54,74
P385,A,66,74
P385,A,77,73
P385,A,83,73
P385,A,86,67
P386,B,6,63
P386,B,10,64
P386,B,25,65
P386,B,49,66
P386,B,50,66
P386,B,55,68
P386,B,56,68
P386,B,76,71
P386,B,86,72
P386,B,93,72
P387,B,7,65
P387,B,19,65
P387,B,20,66
P387,B,30,68
P387,B,39,69
P387,B,40,70
P387,B,50,71
P387,B,52,72
P387,B,53,72
P387,B,69,76
P388,B,5,66
P388,B,9,68
P388,B,13,69
P388,B,15,74
P388,B,26,77
P388,B,29,78
P388,B,38,79
P388,B,46,81
P388,B,59,84
P388,B,77,86
P389,A,42,79
P389,A,43,80
P389,A,45,79
P389,A,64,79
P389,A,70,77
P389,A,74,77
P389,A,81,74
P389,A,85,72
P389,A,89,72
P389,A,100,70
P390,B,20,64
P390,B,25,70
P390,B,30,70
P390,B,31,70
P390,B,36,72
P390,B,44,73
P390,B,49,74
P390,B,62,78
P390,B,76,78
P390,B,91,80
P391,B,7,63
P391,B,10,63
P391,B,13,65
P391,B,44,67
P391,B,45,67
P391,B,46,69
P391,B,58,70
P391,B,60,72
P391,B,70,74
P391,B,71,77
P392,A,16,81
P392,A,20,82
P392,A,47,79
P392,A,52,79
P392,A,54,78
P392,A,71,73
P392,A,73,71
P392,A,74,68
P392,A,89,66
P392,A,100,65
P393,B,10,68
P393,B,15,68
P393,B,18,68
P393,B,24,69
P393,B,47,69
P393,B,51,74
P393,B,52,76
P393,B,56,79
P393,B,59,80
P393,B,90,80
P394,B,5,67
P394,B,14,67
P394,B,22,68
P394,B,24,75
P394,B,27,75
P394,B,31,75
P394,B,39,75
P394,B,42,76
P394,B,50,79
P394,B,62,80
P395,A,52,81
P395,A,53,79
P395,A,54,78
P395,A,57,78
P395,A,69,76
P395,A,77,72
P395,A,86,71
P395,A,88,70
P395,A,94,67
P395,A,97,66
P396,B,15,67
P396,B,16,68
P396,B,21,69
P396,B,22,71
P396,B,25,71
P396,B,35,72
P396,B,38,72
P396,B,39,72
P396,B,40,75
P396,B,74,76
P397,A,22,81
P397,A,57,81
P397,A,59,81
P397,A,60,80
P397,A,71,79
P397,A,92,79
P397,A,93,77
P397,A,98,73
P397,A,99,72
P397,A,100,71
P398,A,36,77
P398,A,47,75
P398,A,51,74
P398,A,77,72
P398,A,85,72
P398,A,91,71
P398,A,92,69
P398,A,97,68
P398,A,99,66
P398,A,100,66
P399,B,11,63
P399,B,25,63
P399,B,28,66
P399,B,30,66
P399,B,35,68
P399,B,37,69
P399,B,42,72
P399,B,44,73
P399,B,61,75
P399,B,69,76
P400,A,36,80
P400,A,50,79
P400,A,54,75
P400,A,55,75
P400,A,63,75
P400,A,75,72
P400,A,89,70
P400,A,91,68
P400,A,94,65
P400,A,97,65
P401,A,15,80
P401,A,19,78
P401,A,26,69
P401,A,64,68
P401,A,66,67
P401,A,67,65
P401,A,70,64
P401,A,74,62
P401,A,82,59
P401,A,87,54
P402,A,39,80
P402,A,62,79
P402,A,72,76
P402,A,73,76
P402,A,78,74
P402,A,88,74
P402,A,93,74
P402,A,94,72
P402,A,99,71
P402,A,100,71
P403,B,17,65
P403,B,18,66
P403,B,23,70
P403,B,26,73
P403,B,46,73
P403,B,50,73
P403,B,52,73
P403,B,55,74
P403,B,65,75
P403,B,82,80
P404,A,31,81
P404,A,39,79
P404,A,41,77
P404,A,48,72
P404,A,49,69
P404,A,53,65
P404,A,58,64
P404,A,62,64
P404,A,70,59
P404,A,89,54
P405,A,41,81
P405,A,50,81
P405,A,62,80
P405,A,65,77
P405,A,69,73
P405,A,84,71
P405,A,90,71
P405,A,92,70
P405,A,94,69
P405,A,98,67
P406,A,28,77
P406,A,47,76
P406,A,50,74
P406,A,56,72
P406,A,58,72
P406,A,65,69
P406,A,66,62
P406,A,72,60
P406,A,79,59
P406,A,100,52
P407,B,21,68
P407,B,29,69
P407,B,32,69
P407,B,46,69
P407,B,55,71
P407,B,58,71
P407,B,68,72
P407,B,82,73
P407,B,90,75
P407,B,98,77
P408,B,22,65
P408,B,23,65
P408,B,24,66
P408,B,30,72
P408,B,32,78
P408,B,33,85
P408,B,41,86
P408,B,70,89
P408,B,73,91
P408,B,77,92
P409,A,9,80
P409,A,47,78
P409,A,64,77
P409,A,68,76
P409,A,75,74
P409,A,77,71
P409,A,82,70
P409,A,92,70
P409,A,94,69
P409,A,100,68
P410,B,10,63
P410,B,20,64
P410,B,27,66
P410,B,29,69
P410,B,31,71
P410,B,36,73
P410,B,44,74
P410,B,62,74
P410,B,75,76
P410,B,87,76
P411,B,14,61
P411,B,17,61
P411,B,27,62
P411,B,44,64
P411,B,47,64
P411,B,50,65
P411,B,52,69
P411,B,55,70
P411,B,62,70
P411,B,83,76
P412,B,15,64
P412,B,44,67
P412,B,45,67
P412,B,46,71
P412,B,47,74
P412,B,69,78
P412,B,74,81
P412,B,76,83
P412,B,81,83
P412,B,82,84
P413,A,43,82
P413,A,45,82
P413,A,51,82
P413,A,56,81
P413,A,64,77
P413,A,66,70
P413,A,78,70
P413,A,81,70
P413,A,93,68
P413,A,96,64
P414,B,2,67
P414,B,18,67
P414,B,21,69
P414,B,27,69
P414,B,29,69
P414,B,37,70
P414,B,41,70
P414,B,49,71
P414,B,57,77
P414,B,58,79
P415,B,8,65
P415,B,13,69
P415,B,16,69
P415,B,18,71
P415,B,23,72
P415,B,31,74
P415,B,41,75
P415,B,52,75
P415,B,68,76
P415,B,77,83
P416,B,7,70
P416,B,10,73
P416,B,21,75
P416,B,29,79
P416,B,34,80
P416,B,41,81
P416,B,42,82
P416,B,58,84
P416,B,63,85
P416,B,64,86
P417,B,10,64
P417,B,12,68
P417,B,19,68
P417,B,33,69
P417,B,36,71
P417,B,39,71
P417,B,68,72
P417,B,74,73
P417,B,75,76
P417,B,77,77
P418,B,19,68
P418,B,21,69
P418,B,22,70
P418,B,24,72
P418,B,29,75
P418,B,30,81
P418,B,36,83
P418,B,43,84
P418,B,45,86
P418,B,64,86
P419,A,28,80
P419,A,30,79
P419,A,40,77
P419,A,47,77
P419,A,65,77
P419,A,82,77
P419,A,88,74
P419,A,94,74
P419,A,95,71
P419,A,97,69
P420,B,15,65
P420,B,18,67
P420,B,19,67
P420,B,21,71
P420,B,37,71
P420,B,41,72
P420,B,45,72
P420,B,51,76
P420,B,56,78
P420,B,81,78
P421,B,6,66
P421,B,28,66
P421,B,37,68
P421,B,40,68
P421,B,46,68
P421,B,55,69
P421,B,60,73
P421,B,62,76
P421,B,71,76
P421,B,75,77
P422,B,10,63
P422,B,12,65
P422,B,17,66
P422,B,29,69
P422,B,34,71
P422,B,35,74
P422,B,44,75
P422,B,60,81
P422,B,72,81
P422,B,79,86
P423,A,48,83
P423,A,52,81
P423,A,64,77
P423,A,65,78
P423,A,66,76
P423,A,67,76
P423,A,68,74
P423,A,75,72
P423,A,77,72
P423,A,87,69
P424,B,3,66
P424,B,8,67
P424,B,20,69
P424,B,23,70
P424,B,28,70
P424,B,33,71
P424,B,35,72
P424,B,38,73
P424,B,49,73
P424,B,74,77
P425,B,27,64
P425,B,34,64
P425,B,36,65
P425,B,38,66
P425,B,40,68
P425,B,50,68
P425,B,52,71
P425,B,63,71
P425,B,65,71
P425,B,74,71
P426,A,38,81
P426,A,50,79
P426,A,59,78
P426,A,61,77
P426,A,69,74
P426,A,78,73
P426,A,80,73
P426,A,90,71
P426,A,91,69
P426,A,100,69
P427,A,6,78
P427,A,51,77
P427,A,62,72
P427,A,63,70
P427,A,66,69
P427,A,73,68
P427,A,76,68
P427,A,83,66
P427,A,93,66
P427,A,94,65
P428,A,54,78
P428,A,55,78
P428,A,64,77
P428,A,67,74
P428,A,74,73
P428,A,77,73
P428,A,78,71
P428,A,87,71
P428,A,98,69
P428,A,100,68
P429,B,11,67
P429,B,28,67
P429,B,32,68
P429,B,35,70
P429,B,39,70
P429,B,44,71
P429,B,45,72
P429,B,63,72
P429,B,67,73
P429,B,78,81
P430,B,10,67
P430,B,15,67
P430,B,32,67
P430,B,34,69
P430,B,35,71
P430,B,54,73
P430,B,58,74
P430,B,61,79
P430,B,74,79
P430,B,87,84
P431,A,19,79
P431,A,36,75
P431,A,51,72
P431,A,52,67
P431,A,78,65
P431,A,79,64
P431,A,86,63
P431,A,90,62
P431,A,92,60
P431,A,97,58
P432,A,28,83
P432,A,33,81
P432,A,37,78
P432,A,38,73
P432,A,60,70
P432,A,82,69
P432,A,83,69
P432,A,93,67
P432,A,95,65
P432,A,96,61
P433,B,10,67
P433,B,27,68
P433,B,30,70
P433,B,38,72
P433,B,44,78
P433,B,47,78
P433,B,53,79
P433,B,59,82
P433,B,60,83
P433,B,65,85
P434,B,9,65
P434,B,18,70
P434,B,29,71
P434,B,33,74
P434,B,39,76
P434,B,50,76
P434,B,51,77
P434,B,58,79
P434,B,60,81
P434,B,71,81
P435,A,24,87
P435,A,26,86
P435,A,43,86
P435,A,55,84
P435,A,62,83
P435,A,69,81
P435,A,80,79
P435,A,86,76
P435,A,89,75
P435,A,91,74
P436,B,7,67
P436,B,9,68
P436,B,27,69
P436,B,32,70
P436,B,35,70
P436,B,44,74
P436,B,48,75
P436,B,51,76
P436,B,70,80
P436,B,81,80
P437,A,16,77
P437,A,50,74
P437,A,55,74
P437,A,60,74
P437,A,64,73
P437,A,72,73
P437,A,73,72
P437,A,74,72
P437,A,96,71
P437,A,100,69
P438,A,31,81
P438,A,45,81
P438,A,50,80
P438,A,51,80
P438,A,56,77
P438,A,73,76
P438,A,88,76
P438,A,93,73
P438,A,96,71
P438,A,100,67
P439,B,6,65
P439,B,17,66
P439,B,18,72
P439,B,29,72
P439,B,32,74
P439,B,37,74
P439,B,42,75
P439,B,53,76
P439,B,63,78
P439,B,76,79
P440,B,20,61
P440,B,21,62
P440,B,25,63
P440,B,27,63
P440,B,31,64
P440,B,32,66
P440,B,34,66
P440,B,43,67
P440,B,60,70
P440,B,66,70
P441,B,8,65
P441,B,16,67
P441,B,21,68
P441,B,23,72
P441,B,36,74
P441,B,42,79
P441,B,45,80
P441,B,52,82
P441,B,61,82
P441,B,93,82
P442,B,12,62
P442,B,18,63
P442,B,23,64
P442,B,33,66
P442,B,39,67
P442,B,44,69
P442,B,46,68
P442,B,63,69
P442,B,68,70
P442,B,69,72
P443,B,7,63
P443,B,20,66
P443,B,22,71
P443,B,24,72
P443,B,27,74
P443,B,39,75
P443,B,45,75
P443,B,59,79
P443,B,87,80
P443,B,91,83
P444,B,10,66
P444,B,13,68
P444,B,20,69
P444,B,21,70
P444,B,26,70
P444,B,29,70
P444,B,45,72
P444,B,51,73
P444,B,58,73
P444,B,65,74
P445,A,42,80
P445,A,50,80
P445,A,53,80
P445,A,54,79
P445,A,55,79
P445,A,56,75
P445,A,58,73
P445,A,62,73
P445,A,79,72
P445,A,97,71
P446,A,6,81
P446,A,28,81
P446,A,34,80
P446,A,51,75
P446,A,55,74
P446,A,89,73
P446,A,90,71
P446,A,91,71
P446,A,94,69
P446,A,97,69
P447,B,3,66
P447,B,11,68
P447,B,12,70
P447,B,19,71
P447,B,27,71
P447,B,32,74
P447,B,42,75
P447,B,46,76
P447,B,53,76
P447,B,75,80
P448,B,11,63
P448,B,22,67
P448,B,26,69
P448,B,31,70
P448,B,32,72
P448,B,37,73
P448,B,64,74
P448,B,65,81
P448,B,67,81
P448,B,90,82
P449,A,5,82
P449,A,16,81
P449,A,44,81
P449,A,49,81
P449,A,51,79
P449,A,60,79
P449,A,74,79
P449,A,84,78
P449,A,85,74
P449,A,90,74
P450,B,6,65
P450,B,16,66
P450,B,23,66
P450,B,44,66
P450,B,55,67
P450,B,61,67
P450,B,67,68
P450,B,78,71
P450,B,88,74
P450,B,91,75
P451,A,27,82
P451,A,28,81
P451,A,30,80
P451,A,35,78
P451,A,38,76
P451,A,49,74
P451,A,53,69
P451,A,67,69
P451,A,71,67
P451,A,77,66
P452,A,10,80
P452,A,42,78
P452,A,44,78
P452,A,46,77
P452,A,49,77
P452,A,50,77
P452,A,51,76
P452,A,83,76
P452,A,91,73
P452,A,92,69
P453,B,4,68
P453,B,28,69
P453,B,42,70
P453,B,45,71
P453,B,61,74
P453,B,62,78
P453,B,66,81
P453,B,71,85
P453,B,73,88
P453,B,95,88
P454,B,5,66
P454,B,6,67
P454,B,25,69
P454,B,26,71
P454,B,27,74
P454,B,39,74
P454,B,40,76
P454,B,45,79
P454,B,53,79
P454,B,60,84
P455,B,18,65
P455,B,19,67
P455,B,22,67
P455,B,26,67
P455,B,29,71
P455,B,59,71
P455,B,60,72
P455,B,61,72
P455,B,69,72
P455,B,78,72
P456,A,18,78
P456,A,31,76
P456,A,33,75
P456,A,49,73
P456,A,50,72
P456,A,53,72
P456,A,64,72
P456,A,76,72
P456,A,83,68
P456,A,86,67
P457,B,15,69
P457,B,20,70
P457,B,21,73
P457,B,33,74
P457,B,38,74
P457,B,39,76
P457,B,56,80
P457,B,63,80
P457,B,68,80
P457,B,74,82
P458,B,8,67
P458,B,22,68
P458,B,23,68
P458,B,33,73
P458,B,41,75
P458,B,44,76
P458,B,45,76
P458,B,53,78
P458,B,59,80
P458,B,65,83
P459,B,12,61
P459,B,22,64
P459,B,45,65
P459,B,46,66
P459,B,49,67
P459,B,51,68
P459,B,53,69
P459,B,64,71
P459,B,66,72
P459,B,76,75
P460,B,11,64
P460,B,21,65
P460,B,22,69
P460,B,24,71
P460,B,30,71
P460,B,42,73
P460,B,50,79
P460,B,55,81
P460,B,62,81
P460,B,87,83
P461,A,26,82
P461,A,66,81
P461,A,68,80
P461,A,72,77
P461,A,73,71
P461,A,80,71
P461,A,82,70
P461,A,85,70
P461,A,92,68
P461,A,97,67
P462,A,39,78
P462,A,69,77
P462,A,70,75
P462,A,77,74
P462,A,78,74
P462,A,83,73
P462,A,85,71
P462,A,89,68
P462,A,91,64
P462,A,92,64
P463,B,11,64
P463,B,19,66
P463,B,24,70
P463,B,26,70
P463,B,43,71
P463,B,54,72
P463,B,57,76
P463,B,59,81
P463,B,70,83
P463,B,80,85
P464,B,13,66
P464,B,18,67
P464,B,24,69
P464,B,25,76
P464,B,30,76
P464,B,32,77
P464,B,34,78
P464,B,44,79
P464,B,53,79
P464,B,77,81
P465,A,51,79
P465,A,58,79
P465,A,59,75
P465,A,60,73
P465,A,61,71
P465,A,63,70
P465,A,65,67
P465,A,91,67
P465,A,93,65
P465,A,94,61
P466,B,7,64
P466,B,9,68
P466,B,19,68
P466,B,25,69
P466,B,37,69
P466,B,44,69
P466,B,48,70
P466,B,58,77
P466,B,65,80
P466,B,80,84
P467,B,15,64
