year,rating,review
2014,4,"Why use an app to plan your trip versus the web? I would say it's to synch your other management tools like Google calendar and agenda. I ought to be able to search flights, book one, then share it to my social and automatically enter it into my calendar. This app searches and filters flights better than anything else on Play but doesn't come through when you want to book, share, and record your travel plans."
2014,2,"When my wife took off on an airline trip, after the first leg KAYAK updated me with three identical (word for word) emails notifying me that the plane had landed.  Also if you have a ""two leg"" trip and you want to see status of 2nd leg, the menu is not clear how to get past 1st leg of flights.  Also I found it slow to update take off times. Secondly, it is difficult to CHANGE flight information if you change beginning or ending date of a trip.  Kayak needs some more testing before they release software."
2014,4,"Kayak is great for booking, but is one tool among many. Keep in nind it doesn't have every single airline and searching a little further can find you a cheaper price. The filters are amazing, they help you find the right flight"
2014,3,"Needs improvement. Took several attempts to book a hotel.  I suspect I was trying to book a room that didn't really exist, but really not sure what was up. Searching was good, though. Maps could be more functional. Navigation could be cleaner."
2016,5,90% of my flights are booked using Kayak.  Easy to navigate UI with all the useful editing & sorting features.  Occasionally Kayak doesn't list some of the smaller regional airlines in South America and Asia.... but that is where Skyscanner is beneficial.
2014,2,"Why have a search history button when it doesn't remember what you've searched?  You should be able to save searches.  The search history doesn't work on my phone or my Galaxy tab II.  Also,  it freezes sometimes."
2014,5,"This app does it all. Though I usually use it for its flexible dates search, the airline engine crawls deep into the airfare system to find the best deals. It gives many filters and even a prediction on whether the airfare will rise or fall. Best overall travel app, IMO."
2014,2,When I went to use this app to book the flight it just wouldn't process the airline's screen. Honestly I found the same deal on the airline's app anyway and their app worked like clockwork. So sad cause I would use this app if it let me book the flight.
2014,1,This app took me ona ride first my tick was 600 then almost while I had put my cc info it refreshed and price changed to 770. Great funk this.  I smell greed I'll hold off looking here again. Priceline owns then all anyways
2014,2,I relied on Kayak for a while but it doesn't update soon enough and I'm finding better deals on other sites.  The mobile app doesn't even show the same rate my PC shows. What's up with that?
2014,4,Love the pricing Infos and comparative analyses. Only wish -please set a currency change in the App settings. English language is not always used by Great Britain Pound users.
2014,4,"The only flaw is that the 'wait' suggestion gets you expecting a lower fare which may not always happen. Also on some routes, Skyscanner shows cheaper flights. But, nonetheless, it is totally ammazing, user-friendly, fast and CHEAP.... Well done!"
2014,4,"I usually love this app and I've recommended Kayak to everyone I know, but lately I've been having issues with your packing list part off the program. It doesn't save my list after I've closed the program and it doesn't remember what I check as having packed! This flaw is incredibly frustrating!"
2014,2,Cumbersome app that rarely works properly. I get no push alerts unless I physically log into app which in and of itself defeats the purpose. I set my views for non-stop only and get everything else under the sun.
2014,1,"Q. When is a widget not a widget? A. When it's a KAYAK widget.  The widget use to give information discreetly in the widget.  Now w/ latest update, the widget functions as an oversized icon button that opens to the main app.  Why? Please return it, or don't call it a widget."
2014,1,Good app gone bad. Last two updates have made it useless for what I do... Track all flights arriving at local airport
2014,4,This app helps satisfy my vacation searching addiction. The only problem is when I'm entering flight start and end dates the month on the calendar does not display correctly (always shows current month)
2014,4,"Stable software, nice sorting tools. Price on hotel rate might not be actual. Check on taiwan. Love the map, reviews of hotels. Great job"
2014,4,Pretty good. Have only used for flights so far. Wish searching for flights would also show a calendar of least expensive days to fly to chosen destination.
2014,4,This is the only app I use to find the lowest airfare. It works best with lots of variations. I wish it would alert anytime of the day fare drops. It seems to do it once a day
2014,5,Excellent app. They've really done a great job of bringing most of the PC features to the app. If only they linked TripAdvisor reviews to the listings - then it would really be awesome.
2014,2,"The old flight tracker worked way better. I'm sitting on a plane delayed an hour, and its showing that we are arriving.  Not nearly as good, and that was my primary use for this."
2014,5,"This app is especially nice to enable day dreaming, because most of the time when I use it, it's only just for that. Not trying to run it down or anything. It works. Is just me."
2016,2,"Installed the app and liked the search functionality. Results were great. But attempting to actually book something resulted in failure after failure. ""API Error"" and ""sorry..."" messages were not ideal. Unistalled."
2014,2,"I usually love this app, but I have a complain about fare alerts. I had been holding off on buying a flight because the alert prices were consistent, but once I started searching to actually buy the flight, prices increased dramatically. Don't rely on fare alerts."
2014,4,The app does what it's supposed to do... but i find limitations on selecting the desired departure or arrival time. I can't either select flight combinations as I do on the desktop. Other than that the app is really good.
2014,4,"I love the trip tracking feature of Kayak, it's helpful for business travellers like myself. I'd love if you guys could add mobile sign in with google"
2014,5,"I love kayak, I think it really does have done of the cheapest flight options. And the app is nice, a bit confusing at first, but I got to know it and now it's no trouble."
2014,4,Since updating this app you cannot now search flights using their prefix (ie BA 123 or KQ 456). You now have to know which airline the prefix refers to. NOT HELPFUL! Please fix!
2014,5,"I've been using Kayak for at least 6 or 7 years and I LOVE the app! No matter where I am, I can jump on and find, literally, the cheapest tickets! Thank you for giving me the ability to buy tickets spur of the moment....like in my doctor's office, at work, out of the country, etc. (And yes, we've bought airline tickets in each of those situations!)  Thank you again!!"
2014,5,Don't find much better prices than on kayak and the app works great. Some limits the smaller names for airlines where you can find great deals but overall my travel website of choice.
2014,5,"This site compares all of the major hotel booking sites like priceline, Expedia and many more. No need to look anywhere else I highly recommend using this site for your hotel search and when booking it. My 100% true and honest opinion. Hope this helps"
2014,5,"Great app. Syncs with my email calendar. Can set reminders. Very very good, especially if you are a frequent traveller."
2014,5,definitely has the best prices for example I live in Florida and I can get a round trip to canada back for just 400 dollars if that is not saying amazing deals then I don't know what is.  :)
2014,4,Worked great until last update. Currency converter no longer works. Fix that and it will be back to 5*
2014,5,"Excellent job in providing lot of options... Could improve by analyzing wider range of flights, locations and deals for better results.."
2014,4,More filters would be helpful. Maybe a map that shows all the hotels in your vicinity ? It's fast though ! Best hotel app on my phone.
2014,5,great stuff. nice options and save of history . files and sorts keep it very useful. it is my first option to look into flights
2014,4,"This app. works well in my point of view. However, it should also update a revised information to my organized app."
2014,1,book a flight for 694 it says so on the site/app all amoung includes taxes and feeds they sent me a receipt for 806.20 WTF really no F***ing way I am agree for that. App also kept crashing not reliable whatsoever.
2014,4,Monitoring flights to distant places... a full evaluation will be given once we see if it works like we hope it will.
2014,4,"Nerds. Needs ability to search several airports at once for cities with multiple airports. Like the Explorer feature, hope it is expanded on the app."
2014,5,This app has so many great features. Is probably a function of kayaks website itself but it's nice to see that app has it all too.
2014,4,"Very helpful app, especially for my complex travel itinerary. I wish Sections were interconnected. Developers need to make the app more integrated."
2014,5,Been using this for a while now. Quite simply the best app for flight bookings and very convenient to use thanks to neat UI design and availability of multiple filters.
2014,3,"Good app, but it could have more options in hotels and flight search. But it is fast and never freeze."
2014,2,"Lately, I'm not able to purchase my tickets properly through the app.....  I get all the way through the process to have it kick me back to the original booking info page..... It's really frustrating...."
2014,5,Hands down! The absolute best app available to book your next trip. Nothing else comes close. I love it. It's the only one I use today for booking.
2014,5,I love this application.  You can find everything in one place and the fact that it don't update every minute of the day is what I love even more about it.
2014,5,"I use it regularly to make last minute flight bookings. Just last week, I arrived at the airport first and THEN used Kayak to book my flight. It's that convenient."
2014,5,My 1st time using this app. I use several others to s who has the better deal for my travel budget and Kayak smashed it this trip.
2014,5,Except probably for the vacation deals. Didn't see any option to search for combined flight+hotel+car packages.
2014,3,App has more info on iPhone fir flight tracker. Wish they would make it the same for android.
2014,4,"Violates Canadian Anti Spam Laws regarding ""email/contact me"" check box being prechecked on signup. Could face persecution by CRTC Otherwise no complaints"
2014,1,The date selection for round trip under the name of intuition has been made crappy.. Plese have a simple date selection instead of the current draggg...
2014,5,I love this app. I booked a round trip flight for very cheap and everything went great. Definitely using this from now on and strongly recommend it for all your trips.
2016,4,Great app for finding tickets within a small time frame. It lacks the month view and weekend view available on the site. Please add that for 5 stars.
2014,5,Offered the best airline tickets... Also included checklists and currency converter.... Thank You!
2014,5,"I've used this app extensively,  and never more so than the past 4 weeks that I've been travelling in India!  There are lots of tiny domestic airlines in India and this app does an amazing job of searching them."
2014,5,Very easy to use. Works flawlessly. Filtering is very user friendly and accurate.
2014,5,"Great ""Trips"" feature and contact information for airline confirmations. I was not lost one bit along the way."
2014,5,I use this app all the time to look at airfare and the flight tracker when flying.  Filtering airfare is really easy.  I don't think this app has ever crashed on me.
2014,2,"I love Kayak's website, and this app is good for searching flights, but every time I try to book using the app some bug just keeps giving me error messages."
2014,4,Just joined but it has been great so far. Easy to use and lots of options.
2014,3,"I'm glad they added the ""my trip"" functionality to rival TripIt.  I still prefer to do actual bookings from the desktop site though."
2014,5,Great for planning any trip. Simple and easy. Thanks! :)
2014,2,I want one hotel room for my family of five. Not two rooms. Why is that not an option?
2014,3,"You're on the right track, if it had more options like on the site, i.e. look at flights by time would make it better."
2014,5,I've booked two trips on the web site and now the mobile app I can plan trips on the go. Easy fast simple and comparative quotes what's not to love
2014,5,"I love it! I can look up any flight go back and make changes usually see how many seats still available, etc. I really appreciate it!"
2014,4,Quick and easy to use. Just wish it would allow you to search for the things you want. Like pets or a Ron with a Jacuzzi
2014,5,"Very useful tool. I only use it for flights, haven't tried cats or hotels"
2014,5,it is really easy book your vacations. This app also finds deals with the real web page of the airline.
2014,5,Kayak is my favorite travel search engine. It searches must of the others and saves me time. Great filtering and easy to use.
2016,4,Fantastic app does exactly what I need. Very user friendly and helpful.
2014,4,Good app to compare prices. Could use better filtering features.
2016,5,Easy to use. Travel all over frequently and the app is super helpful in finding what I need.
2014,5,Very intuitive. Better options than other more popular travel apps.
2014,5,Kayak shows results from other sites but doesn't really need to since Kayak is typically cheaper than the rest (often cheaper than the airline itself).
2014,2,"Great at finding a hotel, terrible at booking it. When trying to select the room, it would just keep refreshing the same selection screen."
2014,5,This is my go to app when I am searching for flights. App interface is easier to use than their web site.
2014,5,Great search functionality and features. Easy to view and so many different search options.
2014,4,"App works great for the majot airlines, but doesn't show small airlines like virgin and spirit that have the cheapest flights usually"
2014,2,"2+ stops acceptable? Turkish lira, anyone? From London? Exactly."
2014,5,Love it very accurate cheapest prices even cheaper than my company discount prices keep up the good work! Save us more money
2014,5,"My only improvement would be to install multi-city booking on the app. Otherwise I love it. Smooth, easy, reliable."
2014,5,Gets you a large variety of results quickly. Good interface design.
2014,3,"Set up a price alert. Everyday app said price hadn't changed, searched for same flight today and price was up $130."
2014,3,I wanna buy child ticket but there is no option. ... fix it!
2014,1,"There are required fields (gender) that are unselectable when buying tickets, so you can't actually complete check out."
2014,5,Booked many flights. Best prices and multi city trips are also possible. Great app
2014,5,It's simple with little options. Really great for quick searches.
2014,5,Great app. Easy to use and effective... Must have for all travelers.
2014,5,"A very convenient way to plan your trip, track flights and manage all other related matters such as find your way at the airport and much more."
2014,4,It would be nice to find out all the douches on sale from a city to a few random places without having to always enter a destination.
2014,5,Glad to have this app on the phone. It is very helpful!
2014,3,Found flights $100 cheaper with same search criteria with diff app. Bye bye Kayak.
2014,4,Missing the BlackBerry Travel App... buy Kayak does a pretty good job!!! Updatrs and confirmation numbers always on point.
2014,5,I love that is has that feature.  It is getting me to Cali a lot cheaper.
2014,4,"Once in a while it hiccups and returns no results. Re-run the search, no problem."
2014,5,I got a $52 one way plane ticket from Chicago to Atlanta!!!! I'm sold!! Best travel app ever...
2014,5,This app. is great.  Perfect prices and stars for what we need...
2016,1,I will not use or update this app until intrusive permissions are removed!
2014,4,Easy to scan through multiple hotels at once just remember that deposit is not accounted for so keep that in mind.
2014,4,Really a very convenient program for flight and holiday planning. Quick and accurate respones.
2014,5,"Great app, it let's you book flights individually step by step with selecting the Date and destination where to fly! Especially great for Multiple trips!"
2014,4,"I wish all carriers were included in searches, though, as well as choosing multiple airports to fly in and out of."
2014,3,It'll be better if the software can remember my last time search.
2014,3,I wish I could plan a trip and price it out and then save it it I could do that I would give it five stars
2014,5,Using it only to search for flights. Works good.
2014,5,It's a great app great service. Just make sure you have it set to compare against all the travel sites and not just 1.
2014,4,But flight status sometimes doesn't load. Fix that and it's a 5-star app.
2014,5,Use it all the time. Just wish you could filter the results by frequent flyer program like the website.
2014,2,"Will search and search and nothing comes up, or it will just show you your last search instead."
2014,4,"Haven't booked anything yet (not traveling at the moment), but good for checking prices so far."
2014,5,"The functionality is on par, if not easier than the website. Some of the more complex filtering is lost, but that is to be expected."
2014,5,I use My Trips to keep all my trips; just forward to Kayak. It shows up as an itinerary on Kayak with all the details.
2014,4,I wish that I could create a full trip without having to sign in through Google or through kayak it should be automatic.
2014,4,"Good app to find flights, but I still have constant issues with the price alerts."
2014,4,"I like the weekly updates on prices, I have tried other sites, KAYAK, by far is the best"
2014,4,"It works great, but a miss some functionalities like hotel + flight packages."
2014,4,"Have almost all features from desktop site, except e day flexible table."
2014,4,I am quite impressed by the info but found better price directly from the hotel.
2014,1,The permissions required just crossed the line.  Bye bye bottom feeders.
2014,2,"Regularly missing my trips, doesn't seem to sync or retain"
2014,4,This app really provides you with good flight options to suit your needs
2014,5,Excellent application if there was six starts I'll have given it. You guys are awesome
2014,4,Occasionally fares are not as low as given but still my top choice for searching air fares.
2014,5,I even prefer the mobile app over the website. Great for comparing multi site quotes.
2014,1,Shows flights that are +$1500 expensive compared to other sites.
2014,5,Best app ever. I love it. I recomend it! :)
2014,5,I've used this app to book all of my hotels. The comparisons are great!
2014,4,"One stop shopping for flights, it needs some improvement to be the same for hotels."
2014,4,It's easy  to find the cheapest flights and the payment is practical !
2014,1,"Used to be good, now prices are wrong all the time :("
2014,5,Great program and search engine  for all your travel needs.  Los of copycats  but this is the best for me.
2014,5,"Enjoyed looking through prices were excellent in whatever category you need,will be using every time."
2014,4,"It's Mas Good , Better Than Trip Adviser"
2014,5,Must-have app for travelers. All apps should be so well designed.
2014,5,So helpful! Best travel app i've come across
2014,5,Love this app for my travelling.  Can't leave home without it
2014,5,"Good app, very helpful and fully useful. I recommend it as well."
2014,3,The website gives a good overview of all options available.
2014,5,I use Kayak for all my foreign travel. All bookings are in one place and easily accessible.
2014,5,The prices were accurate and everything runs smooth.  Go Kayak!!!
2014,1,not impressed at all. Don't waste your time...
2014,4,But it Doesn't seem to always keep me signed in on my account
2014,5,I never had to search on other sites for better prices. This is kind of one stop destination for me to search for flighs.
2014,4,Sometimes I get less results than if I search on the website.
2014,5,I use this app when planing a trip and is great how inexpensive hotels or trips can cone up for so low prices.
2014,3,Need to add all search possibilities as in the site.
2014,5,Great app. Always works great.
2014,4,Use it all the time for a quick search or flight tracking.
2014,5,"amazingly easy to find flights, departure time and airports. Makes planning your vacation more like planning a vacation ♡"
2014,4,I use this app on a regular basis for a college bound child that travels a lot.
2014,5,"Very good app for booking cars, plane tickets and hotels perfect all in one!!"
2014,5,Great deals. Less hassle
2014,5,You read that right. Kayak m f'n rocks! Nuff said.
2014,4,It's great!! Easy way to track lowest tickets..
2014,5,Good for a quick search and pricing. Ive never purchased anything using the app but overall I like it
2014,5,"Great application, always finds good rates, good speed and nice layouts."
2014,4,Great app accept for the resetting of search parameters.
2014,4,Simple. Not always the cheapest but am happy with the search
2014,5,"Also love the multi window support, it's super handy"
2014,5,Efficient little application. picked up plane tickets and hotels.
2014,5,"Great for quick flight checks, cheapest prices ive seen!"
2014,5,"I love it this app it amazing, is helping me and my boyfriend to find cheaper tickets"
2014,5,"Easy to use, I'm always using this app to check for flights!"
2014,5,"I have been using Kayak for years, this is by far one the best in saving money"
2014,5,It is so nice to know the price range of hotels in the area without calling each hotel.
2014,5,They always help me with travel and stay to 100% satisfaction!
2014,5,Very nice comparison of rates and times of flights and sometimes has rates not listed elsewhere.
2014,5,"It gives you the price available and which airline; hotel, car rental and website has it!"
2014,4,App is ready to use and among the cheapest among competitors.
2014,5,Great app don't leave home wit out it people's
2014,5,Keeps all itinerarys in one spot....but not the greatest for cars and hotels
2014,5,Works well. Love the service.
2014,5,I think  its the best app only need to add search by name
2014,5,I travel for work and this app is great for finding cheap hotels for every trip
2014,5,Can't fault it in any way. Easy to use
2014,5,Its my goto travel app for all flights US or Intl.
2014,4,It doesn't get any better than kayak.
2014,5,"Really easy and useful collection point for all travel bookings, even when booked outside of Kayak"
2014,5,"I've used Kayak for years and love this app, it makes searching holiday options from bed all the easier"
2014,5,Always find better prices than any place I check!
2014,5,"Good for itinerary, excellent for reminding you what to pack."
2014,5,I planned my honeymoon using this site and I couldn't have asked for better results
2014,5,Extremely user friendly and seem to give the best market rates.
2014,5,"I book all my flight with kayak, it has the best prices"
2014,5,It finds best price using loads of flight data information.
2014,5,"It's good for fast find, cheap and timely flight"
2014,4,It's good.! Keep improving
2014,5,I love this app it makes it easier to find flights cheap when u need them
2014,5,Kayak remains one of the best ways to shop for flights and other travel needs
2014,5,"I really enjoy it, if you are a traveller you should definitely download it!"
2014,5,Really nice app. Very easy to navigate!
2014,3,Expedia and Price Line have better deals
2014,4,Ok but kept crashing on My Galaxy S5.
2014,5,So far have resulted in the cheapest prices of all sites including cheap air tickets
2014,5,Have used this site constantly for checking prices of flights and hotels while we are travelling in Australia
2014,5,Having discounts for traveling... Staying a good motels...and discounts on eating...
2014,5,I always find lower flight pricing on Kayak and the app works smoothly.
2014,5,"I like it coz its all in one app, u can book hotels or flights using one app"
2014,4,Though nowhere near the functionality in the desktop edition
2014,2,Why can I not find out how much a flight would be for a child and adult instead of 2 adults???
2014,5,Every time I check every flight it's always right hope to book one on next month
2014,5,It's simple and easy to use. Love it!
2014,5,"It is a awesome app, great low prices."
2014,5,My 1st choice in travel apps. Well done.
2014,4,Always accurate and finds.the cheapest flights.
2014,5,This app is very useful...I like it so much
2014,5,I use kayak frequently and give it easy to use for flights and car rentals.
2014,5,Awesome app! A must for any traveler.
2014,5,Got to pick and price match cars hotels and more...
2014,5,Great app. Use it weekly to price and arrange flights.
2014,5,The best way you can find a ticket for travel.
2014,5,"Fast great app, flexible and  easy."
2014,5,You find better flights with the lowest price out there
2014,5,Fast search engine and better prices than other applications
2014,5,The best website for people looking for great deals in airlines and hotels
2014,5,Save your time to search for the  best deals for flight tickets
2014,5,So much better than my work travel app
2014,5,Always updating me with lower prices... this app is awesome!!!!
2014,4,Like its flights tracking features.
2014,5,By far the best travel app in one discreet package.
2014,5,"Fast looking cheap flight, recommend."
2014,5,Easy to use and great for booking last minute trips!
2014,4,"Good deals, but no free deals"
2014,5,Helped me find several tickets at lower prices
2014,5,Compared prices all in one website its awesome
2014,5,Kayak consistently finds best price options for me
2014,5,"Always on-point, does what it's meant to do..."
2014,4,Very Good ....User Friendly ..
2014,5,Totally helpful during my trip and planning my trips.
2014,5,Never fails to find a great price on flights!
2014,5,Great site. Always use this site for my airline travel.
2014,5,Most comprehensive travel app that's out there
2014,5,I will never use any other app for travel
2014,5,Everything you could ever want in one place
2014,5,My first time use it went good
2014,5,This is a wonderful app and I give the developer for this app two thumbs up
2014,5,Really usefull app for the frequent travellers.
2014,5,"Super quick, easy to use."
2014,5,Great app. I use it all the time.
2014,5,It makes finding things a lot simpler.
2014,5,It's cool app I always book on kayak
2014,3,Need to be able to filter on first search
2014,5,I always use Kayak and never have a problem
2014,4,Arrival should integrate with calendar.
2014,4,Very convinient when looking for tickets.
2014,5,Easy to check airfare prices at a touch.
2014,4,Always gives you a great deal
2014,4,Good deals right from the airlines companies
2014,5,Consistently finds the best deal & choices!
2014,4,Neat without unwanted things....
2016,5,Keeping everything on mytrips is teally handy.
2014,5,Great to start with & improving with every update.
2014,5,It just doesn't get any better
2014,4,Convenient to use on the go.
2014,5,"Works wonderfully, helps a lot!"
2014,5,All in One ;Traveller assistant👍
2014,4,Does what the website does just as well.
2014,4,Samsung S5 a functional and practical
2014,4,Great for a quick flight search
2014,4,Very useful and I love the interface
2014,5,Use it all the time without problems!
2014,5,I always find the cheapest fights on Kayak.
2014,5,Love watching it search and see the progressions!
2014,5,Excellent App. Lowest price in the market.
2014,4,The only travel app I use.
2014,4,Fast options in your hands!
2014,4,Very good app!!!
2014,1,Expedia is much better and the price is guaranteed
2014,4,Pretty darn good.
2014,4,Great app!
2014,4,Great app!
2014,5,So easy to purchase a ticket on the go!!
2014,3,Price alerts needs work
2014,3,How to change from adult to kid in flight booking and hotel bookings
2014,5,Best app ever!
2014,4,Use it all the time.
2014,5,It's cool site.  I love it.
2014,4,This is the BEST!
2014,5,My favorite app!!
2014,4,Pretty good.
2014,4,Easy to use.
2014,4,Awesome app.
2014,5,Very nice app. I like it
2014,4,Helpful for searching.
2014,5,The best travel app. PERIOD
2014,4,Works and helpful.
2014,4,Great and fairly accurate
2014,4,Easy to use and convenient
2014,4,Very easy to use
2014,4,Excellent resource for travel
2014,1,Isn't there an option for infant passengers..
2014,4,It's helpful!!
2014,5,It's friendly It's fast  I like it
2014,4,Its the only way I book flights.
2014,5,Love this app! 😍
2014,5,Very nice optimized design....
2014,4,So far so GOOD
2014,5,Great app!
2014,5,"Love it, soo convenience😘"
2014,5,Best prices! !!
2014,1,Why am i getting this in foriegn currency and language?
2014,5,Love the fare alerts!
2014,5,Always fast and dependable!
2014,5,My favorite travel tool!
2014,5,My favorite travel app.
2014,1,"Not needed. So, now neither is this app."
2014,5,Makes booking a flight easy
2014,5,Best site for checking flights
2014,5,Great app for browsing vacations
2014,5,Great for planning trips anywhere
2014,5,Great app and so fast
2014,5,Easy to use works great
2014,5,Very easy and functional layout
2014,5,Very good and cheap ever
2014,5,Great App for all on the move
2014,5,Love getting price alerts
2014,5,It's one of the best application
2014,5,Finds the best rates.
2014,5,Great tool for vacations.
2014,5,The alert system is just great!!
2014,5,Very important source of pricing.
2014,5,Great simple intuitive app.
2014,4,Very useful..
2014,5,"I love it ,use it every day"
2014,5,"Great app, super usable"
2014,5,Love.  Very easy to use.
2014,5,Absolutely a must have for travel.
2014,5,Easily can keep track of flights
2014,5,So easy to use and do search
2014,5,Excellent for filtering and comparing travel options
2014,5,My favorite travel search app
2014,5,Easy to use and always running quickly
2014,5,Its great use it all the time
2014,5,Find good deal flight to home
2014,5,Gets the job done no problems
2014,5,"High speed,low drag!!!!"
2014,5,Takin care of Business for the best price
2014,4,Finding hotels are not easy
2014,5,Thanks kayak for creating a great app
2014,5,Easy to use.
2014,5,Good app.
2014,5,Works great.
2014,5,Great App...!!!
2014,4,Finally support for Australia
2014,3,Expedia is better
2014,5,Easy to use.
2014,5,Great!
2014,5,Very well written...
2014,5,Always a good experience!
2014,1,Kayak is crap.
2014,5,Superior to Skyscanner by far
2014,5,Great travel planner
2014,5,Always there for me
2014,5,Best travel app
2014,5,Very  good app
2014,5,very good man
2014,5,Well made application
2014,5,Great app for travelers
2014,5,Good app and handy
2014,5,The best out there
2014,5,Companion very simple
2014,4,Very very helpful
2014,5,The app performs as well as the website.
2014,4,Great app
2014,4,Very good
2014,4,Works great
2014,4,Amazing App
2014,4,Love the deals
2014,4,Great app
2014,4,Great App
2014,4,Great app
2014,4,The best option
2014,4,The result are great
2014,5,Great app.
2014,5,I honestly will keep this app
2014,5,It's superb!
2014,5,Perfect travel partner...
2014,5,All travelers must have
2014,4,Love it!
2014,5,Excellent!
2014,3,Good
2014,4,Useful
2014,4,Good
2014,4,Amazing
2014,4,Gooooood
2014,4,Nicer
2014,5,Does what it says.
2014,4,Use it all the time.
2014,5,Xperia P
2014,5,Good alround application
2014,5,Love it.
2014,5,I've used kayak for my last 4 trips
2014,5,Goes amazing
2014,5,Great app
2014,5,Simply Awesome
2014,5,Good app
2014,5,Love kayak
2014,5,Very useful
2014,5,Great app
2014,5,Love the app
2014,5,Very fast
2014,5,Good apps
2014,5,Very useful
2014,5,I love this app
2014,5,The best app
2014,5,Good app
2014,5,Easy to use
2014,5,Great app
2014,5,Very helpful
2014,5,Highly recommend it
2014,5,Its wonderful
2014,5,So useful
2014,5,Brilliant app
2014,5,Fast service
2014,5,Great app
2014,5,Excellent app
2014,5,No nonsense
2014,5,Great tool
2014,5,Great app
2014,5,This app is great
2014,5,Kayak is great
2017,5,Great aggregator
2014,5,Very useful
2014,5,Quick results
2014,5,Great app
2014,5,Nice app
2014,5,Extremely useful
2014,5,Works great
2014,5,Good site
2014,3,No good deals
2014,5,it's great
2014,5,Great!
2014,5,My go-to travel app !
2014,5,My first go-to when checking out flights
2014,5,Better & Better
2014,5,Works well
2014,5,Thank you
2014,5,For work or play
2014,5,Great
2014,5,Gooooood
2014,5,Excellent
2014,5,Nice
2014,5,Awesome
2014,5,Perfect
2014,5,Excellent
2014,5,Love it
2014,5,Good
2014,5,Love it
2014,5,Excellent
2014,5,Love it
2014,5,Love it
2014,5,Excelent
2014,5,I love this a
2014,5,Amazing
2014,5,Awesome
2014,5,Fast
2014,5,Amazing
2014,5,convenient
2014,5,Best
2014,5,Nice!!!!
2014,5,Loving it......
2014,5,A++
2014,5,I like it
2014,5,There is
2014,5,I use this for all my travel needs.
2014,4,A little slow
2014,5,My personal travel agent on my phone!!
2014,4,Just what I was looking for!
2014,5,Does just what you want.
2014,1,Rates are very high
2014,5,G reat app.......
2014,5,Use it all the time...
2014,4,I like to buy on this page
2014,5,Organize sua viagem!
2014,1,It worked!
2014,5,I user it to plan trips frequently
2014,5,Use It for all of my travel needs
2014,3,Just ok
2016,4,Mohamed Afifu
2014,4,Cheap flights
2014,4,^^^^^
2014,4,AAAA++++
2014,3,Hotels
2014,1,no packages
2014,5,Because I like it.
2014,4,Like it
2014,4,Shaik
2014,4,Reservations
2014,5,Using it all of the time
2016,5,Go to travel app
2016,5,And yes
2014,5,Perfecto
2014,5,Kayak rocks
2014,5,Ver gd
2014,1,"Flight tracker is useless. I loved this app on my old iPhone where it let's you select when the airplane departed on the flight tracker. That's the only reason I got this app. On the Android version, you can't change the date. My mom left at 11pm on Sept 29th. I wanted to track her flight. It won't allow me to select Sept 29th as the departure date of the aircraft so it only gives me flights that leave and land on the same day, not my mother's flight. Even after putting in +/- days it defaults to exact."
2014,3,"My three biggest gripes: 1) App times out on a hotel search seemingly randomly. After an indeterminate time it no longer displays room quotes on a given hotel's page, thus you no longer have the ability to book without killing and relaunching the app and initiating a new search. 2) Tapping on the right will scroll the results to the bottom on a hair trigger (argh!). 3) The lack of photos, reviews and ratings is abysmal. Wound up switching to Trip Advisor to avoid further frustration and find better info."
2014,4,"Fantastic app. In an effort to consolidate a few important travel related functions, things I would like to see added would be the ability to view multi currency conversions on a single page and a budget tracker (preferably with a split-by-person function). Thanks :-)"
2014,3,"I'm not using any of the features of Kayak, but just an alternative to TripIt.  Doesn't automatically scan my mail to build itineraries but is quick and accurate once I forward them to be input.  One touch airport maps is pretty handy."
2014,3,"There must be a better tool/site, but I still use it regularly to search for cheap flights. It would be great if the app included that ""Explorer"" feature that they have on their website.  Not the best but not the worst either."
2014,4,"Just make sure you have the right city when searching hotels! When you modify a search, it sometimes will go back to the default of ""current location,"" which is not usually what I want when searching hotels! But overall the app is easy to search on, and I've found some great deals!"
2014,4,"App works very well, but should be upgrades to feature the full range of filters and options as the website. Also, the map has never worked right. Everything bunches together and zooming is difficult."
2014,1,"When you do a search, the dates do not appear on the results.  huh?  If I could only see date and price and airport in search a result, now that's a useful app!  Really maybe let me fly in out of the same airport.  How about give me a app I can use."
2014,5,"I used to check multiple sites, but after a while I noticed all the results were the same, and if there were any deals, kayak has them. Easy to use, and does it's job well. No complaints."
2014,3,Cant beat it's price search capabilities but the app has it's downfalls too. Just booked a flight and cant use the app to look at my flight information on past purchases. It should have a tab for purchased flights and their details. Instead i have to wait for an email and go that route.
2014,4,"It says unfortunatley kyak has stopped, then it starts the second time.overall it does a good job keeping information in one place. Hotels are tougher but most go into the app ok. Once the flight loaded into the app was the wrong flight. Bizarre. I have not found anything better to date."
2014,5,"I always start my search on kayak. It gives me the overview of all my options. Wish it had more flexibility on finding cheap fares when date of departure is irrelevant. (As in planning a vacation far in advance, where the exact date is not important in lieu of finding a cheap fare)"
2014,4,"Not that stylish but it is great to search cheap flights etc. Flight tracker too which can be handy! Clever, but some search options could be made a little easier! Good app though!"
2014,1,I got a nice long list of hotels.  All but one said call for price.  I don't need Kayak to call every hotel in town (except one).  I can do that with a phone book.
