,year,rating,review,roberta_neg,roberta_neu,roberta_pos
11916,2015,1,before you are able to see more detailed flight prices because the boxes were not as large as the new app. When it was more condensed you were able to see more multiple airlines and prices all at the same time. The new update is not close to as user friendly as before. Please go back to the way this app used to function.,,,
11917,2016,2,"One of the features that makes Skyscanner a must for frequent travelers and bargain hunters is the ability to do ""Whole Month"" searches. But on this app you can only search by specific dates. 2 stars until it's a full-featured app.",,,
11918,2015,1,I've been keeping an eye on a certain flight I'm hoping to take in February and the results kept showing me figures starting in the $767-$900 range. So of course I was delighted. But when I was ready to book the flight I wanted the price ballooned astronomically to $4k! I mean even with taxes and other charges what the heck?!,,,
11919,2015,3,"After dev resolved my previous issue, all flights are appearing now i think.  But Watched feature seems buggy.  My watched flights would always disappear and i would have to do my search all over again.  Too bad,  it could have been a very neat feature.",,,
11920,2015,5,"You guys did a marvelous job on this app. Saves me a lot of time. I found, however, that the hotel version is cleaner and more user friendly. Although I might have jumping the gun, because I believe you are keep updating this application time after time.  Thank you for a wonderful app.",,,
11921,2017,4,App was good. I used to use for long time. In the recent times the ticket prices are consistently incorrect. Latest one was from Chennai to Bahrain.. May End dates. It gave incorrect prices. The airlines provided different prices. I deleted the app.,,,
11922,2015,4,"This 'anytime feature' helps me to find a cheapest airflight ticket. Very good application to compare flight tickets among many airlines. However, sometimes the price shown in chart isn't same with result.",,,
11923,2015,5,"This is a great App to help you find good travel tickets. I used kayak a lot, but since finding this I use skyscanner more. I like how you can put in your departure city and put anywhere for the destination, so you can see what deals are out there that you wouldn't of normally thought to travel to.",,,
11924,2015,5,"The screen just goes white after selecting the app until it times out and askes to force close or send a report. Ive done both already. After reinstalling it several times and crossing my fingers, it is working normally now.  Thanks!",,,
11925,2015,2,"At first this app seemed easy to use.  It found good flights but when I  tried to book them I was sent to a different site.  That site didn't have the same flights and I basically had to search all over again.   So I tried the CheapOair app, found cheaper flights and did all the booking within the app. I won't use this one again.",,,
11926,2015,4,"There was some discrepancy between the fare the app found and what i was actually able to book.  Got a better deal on slightly different flight times,  so can't complain!  Thanks for a great app.",,,
11927,2015,5,Skyscanner is a perfect app. for those who like to travel on a low budget ... it gives you all the available options for the flights and opens the sky for you to choose from :) ... I will definitely use it every time I need to fly ... thanks Skyscanner for making things that easy,,,
11928,2015,5,Great at finding low fares which is all I want.  I prefer to book directly with the airline.  I have had no problems getting the rates found through the app. Love it!   -Using Samsung Galaxy S3,,,
11929,2015,4,"Easy way to see prices variations and find the best options, a must have app. As improvement, the filters should be placed on the same screen as the results otherwise there is a lot of back and forth needed.",,,
11930,2015,5,This app is easy to  use and very convenient. It saves you  the time of    having  to carry out  the  research  all in the palm  of  your  hands. Also gives you  options  so you can choose  what's best for  you,,,
11931,2015,1,Tried booking using the app and was redirected to fare geek. Didn't provide me with my e-ticket nor did they charge my account after booking the flight. I looked for a flight with Kayak after my bad experience and I had my e-ticket within about 30 minutes of booking the flight.,,,
11932,2015,1,"I liked this app, but why does it have to install as a service and be constantly running in background? I only use it very occasionally. I am sick of apps that think they're more important than the others, so I deleted it.",,,
11933,2015,5,"Als het gaat om het vinden van goedkope vluchten is er geen betere app dan deze. Eenvoudig, onafhankelijk en duidelijk. Voorkeuren invullen, zoals vertrek en aankomsttijden, en meteen worden de resultaten aangepast. Mijn appsolute favoriet! *** Update 10 Jan 2015: Net GoEuro app getest. Deze vond de beste retourvlucht naar Athene bij Skyscanner!!! ***",,,
11934,2015,1,Every time I search a flight I tick the direct box and it never gives direct flights. So far a flight to zadar in Croatia is gonna take me 25 hours with 2 stops from London. I'm gonna take the unicycle instead.,,,
11935,2015,4,Nice and user friendly App that is a good guide to the fares you will get on other travel sites. Only booked a flight once from the site but found it very easy to navigate the booking process.,,,
11936,2015,4,"It's worked great everytime, no issues. Used it all over and it gives good prices. Sometimes carrier websites are a little cheaper but I mainly use SS as a starting point. Never leave home without it.",,,
11937,2015,5,"I love to travel all over the world and this app does a great job finding the best fares from many sources including lesser known ones. It isn't always a 100% accurate in the fares it shows. However, this isn't something attributed to the app. Fares change frequently and not every source is diligent in reporting fare changes as quickly as others. That said, I highly recommend this app above all others.",,,
11938,2015,1,$333 for round trip ticket from Denver to Kansas City. TripAdvisor has same flight $134. Hmmm guess who I'll never use. Rip off,,,
11939,2015,5,Hands down provides the best prices for flights. Expedia and Kayak does not even compare. Great interface and very user friendly App.,,,
11940,2015,5,Used it in airport to find quick rerouting options. Simple and fast. Would recommend adding multiple city/destination approach in the future. Cheers!,,,
11941,2015,4,"Turns up more flights than I knew existed. Had some display problems, but a simple uninstall and reinstall cured that. My only quibble is that the airline names in search results are tiny and hard to read.",,,
11942,2015,4,This will tell you the lowest price on any date on any route! Then u can directly go to the airline website and book the tickets! Helped me book the cheapest flights so many times. Must have app,,,
11943,2015,3,"I wish it could find flights in more flixible manner. If there are no flights for specific days, I'd like the app to offer options.",,,
11944,2015,4,"The app is great and easy to use for all user. However, the price shown in this app doesn't match with the price you actually pay because of service charge from some agency and credit card fee",,,
11945,2015,5,"I find that this app allows me to plan flts according to airline,flt duration,stops enroute,shows highs and lows.  When i choose dates and flts destination allows to go to providers to book flights. Easier to find flts rather then kayak or others that make you select different sites to check prices.",,,
11946,2015,3,"This app (and other flight apps) need to allow clients to select each leg of the trip rather than forcing us to choose only fron the 'packages' built for us. If you want a 5 star rating, then provide that at the very least.",,,
11947,2015,4,"This app is great for comparing flight prices across a wide scope of different airlines and dates to find the cheapest options available. I don't always understand the chart view though (which is why I give this 4 stars instead of 5) - for example on some days it shows the flights as being ridiculously expensive, but out of curiosity I selected one of those days, but still ended up with some relatively cheap options (it made me wonder what I might be missing out on because I tend to avoid those ""sky-high days"".",,,
11948,2015,4,"This app makes it fun to plan vacations. I can find fares for virtually any location. It is most helpful, when trying to decide on a new place to visit.",,,
11949,2015,5,I really like skyscanner it gives me plenty of options and choices.  Its really easy to use. Its saves all my favourite flight searches.,,,
11950,2015,1,"This used to be a great app. Now, no matter what date, time or destination I select it says ""no results"". I tried uninstalling then installing. Same results. 😕",,,
11951,2015,1,"I was shown one price on Skyscanner and when I went to book it, it was $300 higher! I emailed Skyscanner and will change this rating if they give a satisfactory explanation and promise to fix this problem.",,,
11952,2015,5,"I've used this app more than once to book flights, and it will do all the hunting for flight deals within this one app. Highly recommended!",,,
11953,2015,5,Booked my flight so easy. Good you can watch prices go down in certain time of the year. Thank you Skyscanner,,,
11954,2015,5,This app is very helpful for flexible travelers like me and my wife. It shows the cheapest flights anytime during the year helping us save sometimes $1000. Great app!,,,
11955,2015,3,After the new update it only filter 2 airlines. I can't change it to include other airlines. Help please?,,,
11956,2015,5,"The app works perfect on Samsung S3. Excellent searching criterias, very good prices, no glitches. Thank you skyscanner team",,,
11957,2015,5,"I have used this tool regularly for last few months. It's the quickest way yet, that I have found to search and compare all possible flight options.",,,
11958,2015,3,"Been using it for a couple of years now, however I found that sometimes the site it directs you to, has more options at cheaper prices. Waiting for a multi destination option :)",,,
11959,2015,5,"At first its little bit confuse, but then it helpfull. I will start my journey thanks to the app.",,,
11960,2015,5,Just booked tickets for New York at the start of August for a third of the price both virgin and BA were quoteing!! The app is easy to use and takes you directly to your desired company to book flights at no extra cost!! Would highly recommend this app!!,,,
11961,2015,4,"Nice app, live prices and always the cheapest. They could install a setup where I can get a price alert when something is below a certain price, that would be most awesome and demand increasing.",,,
11962,2015,1,There is no way to stop the search bringing up dodgy travel agents like OmegaFlightstore. Don't use. Very untrustworthy.,,,
11963,2015,5,It always finds the cheapest flights for me. Fast and super reliable!  Best tool on the market.,,,
11964,2015,3,The app shows prices for international flights about 25% lower than when the dates are booked. This is highly suspect. Please fix this discrepancy.,,,
11965,2015,3,I wouldn't trust the app for the lowest SYD-MNL-SYD flight fare...the lowest they provided was almost 1k when you can get one for as low as 700 on a CebuPacific direct flight...I'm no CebuPacific employee nor an endorser but it's just disappointing...I was hoping I would find a much lower fare than what CebuPacific is offering...,,,
11966,2015,2,"The prices are not online, the earlier searching price is not match with the later one. Please update it and make it work.",,,
11967,2015,5,"I was a bit discouraged because I waited last minute to book my flight, which meant more money. Not only did I save money but it was cheaper than what I was used to paying (DCA-FLL, usually $2-300, last minute about $4-550. I paid $120)",,,
11968,2015,2,"How is it that this app is unused on my phone for weeks, and it's still draining 5-8% of my daily charge. That's not right.",,,
11969,2015,5,"This app is great. Works very well, is easy to use and free. Can't ask more.",,,
11970,2015,4,it is really a easy to use app with a nice usage flow and it provides tons of reliable information. Unfortunately the listed prices often turn out to be inaccurate though.,,,
11971,2015,5,Very simple and easy to navigate. Filter works great. Great for International travellers too.,,,
11972,2015,5,"User friendly interface, updated and great deals! Using for all my flights lately :-)",,,
11973,2015,4,"Good, but it could have an option for one-way ticket only, sometimes we don't have a exactly day to return or it's not necessary.",,,
11974,2015,5,Great place to start. Be cautious of any third-party sites as they are not always reliable but this app is very useful for planning your trip!,,,
11975,2015,5,This app is great is you have a time frame and budget in mind but don't know where you want to go. Love searching for flights to Everywhere and seeing what I can find!,,,
11976,2015,5,Fantastic. A real deal app! Don't miss out. Get this app!,,,
11977,2015,5,"Sky Scanner is great for planning your holiday, it compares all the flights and if you aren't to sure where you are flying from you can search from a country instead. You can also select Everywhere as your destination if you want a bit of spontaneity!",,,
11978,2015,3,Use to find cheapest airline . Then book on airlines  app as find there much cheaper . Other charge so many extras price never is as found .,,,
11979,2015,5,Great app with flexible features like being able to search for cheapest deals over a whole month at a glance.,,,
11980,2015,5,This is one of the best travel apps I have used. Gives choice of multiple airlines plus dates around the chosen ones helping to make the decision to fly at a price and time suitable to you.,,,
11981,2015,4,Love the price chart.  Let's you know when prices are highest and lowest. Great on the go.,,,
11982,2015,4,Not 100% accurate but truly gives me a very good idea at how much I'll be paying. Great app!,,,
11983,2015,5,Like the app soo much. Just keeps it simple. Scans almost all the flights. So commission charged so cost is same as the flights website.,,,
11984,2015,1,"After I selected best flight; app takes you to Bravo to complete, however flight date changed from Feb 9 to Sep 2.",,,
11985,2015,3,There's no result after update version. Please fixed this problem,,,
11986,2015,5,I was a Kayak man for years...no longer. Love the filtering and the user interface!,,,
11987,2015,5,Amazing app. I use it all the time and have encoraged my friends to do so aswell. I haven't had one problem as of yet.,,,
11988,2015,3,The widget has disappeared after last update....why? It was so useful....,,,
11989,2015,2,"Recently noticed that the app prices are different from booking prices , used to be more accurate , disappointed,  I've  found some really good deals in the past .",,,
11990,2015,4,With many airlines offering carry-on only flights it would be good to be able to have a checked bag option and see the baggage allowance in the results,,,
11991,2015,5,Love how fast it gives you all the flight options.  So handy,,,
11992,2015,5,Love it  works great and very helpful.  Please add multi trip function,,,
11993,2015,5,The best app around for finding those flight deals. Happy to use it,,,
11994,2015,5,Best prices. Always in back of plane but I save money. Lots of choices.,,,
11995,2015,5,"So far the best app for flight search. You can choose a whole country an the while month, which helps a lot for flexible searches.",,,
11996,2015,4,This app tells where cheap tickets are hidden on calendar. Find cheap airlines,,,
11997,2015,4,One of the best application and give you the option to choose the best deal.,,,
11998,2015,5,Tuesday at four is insane! I flew from FLL to O'Hare for 49$ one time and then 65$ to Houston!! Love this app,,,
11999,2015,5,This app is awesome! I would highly recommend better than webjet! : ),,,
12000,2015,5,This is a great app which works well and helps to really find the best deals available.,,,
12001,2015,4,"Seems to work well but never sure if its showing all flights,an essential tool for holiday planning",,,
12002,2015,5,Exactly what I'm looking for. Always gets me the best deals on flights.,,,
12003,2015,2,I took ticket to India. .but it ask me every time round about 100 euro more than it shows,,,
12004,2015,4,"Great app, only reason giving at a 4 and not 5 is that final prices are often different from initial pricing.",,,
12005,2015,5,Great app wouldn't be without it . It's makes life easier for the high flyers whom use flights frequently . It's never let me down so far so good & iv had it for a lifetime lol ..............,,,
12006,2015,4,"If you are neurotic to plan your trip, and you  want  to  everything to be perfect. Try this app!",,,
12007,2015,4,Simple and easy to use. Recommended app when it comes to search for flight prices and more,,,
12008,2015,4,Traveled alot but i would like to see the option of changing or recomending a near or other airport to save money or duration,,,
12009,2015,5,"Hands down this app is the best way to find your best priced flight. If your dates are flexible, the monthly price chart is ideal.",,,
12010,2015,5,Very easy and convenient to search and book flights. Thanks,,,
12011,2015,4,Keeps me up to date on the best priced flights! Pretty cool!,,,
12012,2015,5,Just booked a flight using it. Found the cheapest options.,,,
12013,2015,4,Easy to use and useful to seek affordable tickets. Great job guyz,,,
12014,2015,1,"Really crazy app, the results are totally  wrong with prices that have nothing to do with reality.",,,
12015,2015,4,Great way to find the best deals without having to search all the Web.  App is well laid out.,,,
12016,2015,4,"Very useful but do not forget about charters,travel agents,and the ferry!",,,
12017,2015,4,Easy to use and convenient way of finding deals but sometimes it doesn't show prices for the surrounding dates,,,
12018,2015,4,Easy to use. Great way to get ur flight time and costing.,,,
12019,2015,4,"I just downloaded this one, found it very useful already. I'm glad I found this one.",,,
12020,2015,4,"Easy to use, although sometimes the price located is VERY different from the one eventually quoted",,,
12021,2015,3,"i choose the 1 stop only flight but when i proceed, it turns out to 2 stop flight",,,
12022,2015,1,Last time i see wrong prices only. In app and on web.,,,
12023,2015,5,"Simple and easy to use, in my opinion better than the website as it shows the price for each day exactly. Love it!",,,
12024,2015,5,Love this app... Also use Google flights between those two apps you will find the cheapest tickets available,,,
12025,2015,4,"The app is amazing, but sometimes the prizes are not the same it says",,,
12026,2015,4,"A great app to search for flights, save cost and time!",,,
12027,2015,4,Great app but some of the prices are not as small as they seem,,,
12028,2015,1,It's not accurate at all for flights in India and does not provide any details,,,
12029,2015,5,Hands down the best website to book flights. Been using this for years and it has never let me down!,,,
12030,2015,5,Very nice software is skyscanner always it first-hand ticket and flights thanks (replying me fast),,,
12031,2015,4,Makes it very easy to check possible routes and prices from different UK airports,,,
12032,2015,5,Brilliant traveled most of Asia booking flights on the day with this app. Never any hassle.,,,
12033,2015,4,Would thoroughly  recommend  checking  this  app before booking your flights.,,,
12034,2015,4,Easy to use but it'd be better if we can search in a multicity mode,,,
12035,2015,4,This is a very great app & easy to use. I enjoy the convenience of it,,,
12036,2015,4,Its reduced my time to search each airline and its more easy to use,,,
12037,2015,3,Why don't jetstar flights show up on the app they do on the website,,,
12038,2015,5,Saves sooo much time searching different flight companies!!!! I only use Skyscanner :),,,
12039,2015,5,Very useful for those who want to find best prised tickets. It helps you to make the best journey with good memories,,,
12040,2015,5,"Easy to use, quick, reliable. Consistently the best flight prices",,,
12041,2015,4,"Always easiest option,can check while month at once.",,,
12042,2015,1,"I'm new to this app...Every choice I put in, no results.  Is there a fix?",,,
12043,2015,4,Does not support multi leg trips or returns from a different location,,,
12044,2015,4,"Best app for comparing flights, not all prices are correct though, and the app can be glitchy",,,
12045,2015,2,"Web page is much better, the two find both different prices",,,
12046,2015,5,"Even if I don't end up buying through this app or website, I always check it first for my flights.",,,
12047,2015,4,Would be even better if they show promotion of airlines,,,
12048,2015,2,Mungkin ok....tapi waktu daftar lewat android ....koneksinya susah ...apalagi waktu nulis data penumpang susah bgt,,,
12049,2015,4,Just sometimes it says a price and when you click it and go to website price changes.,,,
12050,2015,4,bugs when close i thing from loli pop version and some time the price not acurte,,,
12051,2015,5,Great app. Please try to add multiple destinations module,,,
12052,2015,1,انتبهو تحجزون منه توني دافع 860 ريال خطأ من  عندهم واحجزو على نفس موقع الطيران واضمن حقك,,,
12053,2015,4,Many people now use skyscanner for flight searching and booking.,,,
12054,2015,5,"Gr8 app , quick at finding the cheapest flights an easy 2 use.... 👍 👍 👍",,,
12055,2015,5,Best way to schedule your flight. Vacations done within an evening,,,
12056,2015,4,Great choices look forward to actually getting a flight.,,,
12057,2015,5,Skyscanner is a great way to start your search for flights.  It remembers your so you can keep checking.,,,
12058,2015,5,I can not imagine not having this app with my frequently changing business travel.  Get it!,,,
12059,2015,4,Good for looking up random flight price comparison.,,,
12060,2015,4,You should always use this app when you need to book flights!,,,
12061,2015,4,"Please add Airnorth, and northerners flyingv companies.",,,
12062,2015,1,After update the app is very bad and a lot of crushed happened,,,
12063,2015,2,Recent update is not showing any flight details on search,,,
12064,2015,5,its very convenient and very helpful I like it I suggest this application for everyone but also make sure to compare with other websites,,,
12065,2015,5,Very easy to use....love this app....every bit of information you need is one app,,,
12066,2015,5,This simplified my travel like you wouldn't believe!,,,
12067,2015,5,I have been using this app since 2years and always find the best possible fare to which ever country I go,,,
12068,2015,5,Love it but wish the app would let you search hotels as well.,,,
12069,2015,5,I like it :) it really helps to plan your trip with cheap flights !,,,
12070,2015,5,Very useful... I always book my flights through skyscanner...,,,
12071,2015,5,I be wen holiday I book my flight ticket tru sky sacenar it's really amazing,,,
12072,2015,5,It makes searching for the best flights for the lowest costs really easy.,,,
12073,2015,5,Really simple to use and does what it should do very well!,,,
12074,2015,5,Gives you a good idea what the costs are always check the airline too as they may be slightly cheaper,,,
12075,2015,5,Love the app has got me many places in life a never dreamt of nyc one guy's,,,
12076,2015,5,Great app that always has the correct info and makes looking for the cheapest flights fast and easy.,,,
12077,2015,5,Very useful to analyse the flight rate and low to high fare.,,,
12078,2015,5,i give 5 star coz these app is very helpful thank you,,,
12079,2015,5,Been using skyscanner for 5 yrs always easy to use and great prices,,,
12080,2015,5,So far it has given me the cheapest price for tickets than any other site besides on time,,,
12081,2015,5,a few booking agents show cheap fares but end up increasing it before the payment,,,
12082,2015,4,I especially like their flights to Everywhere option,,,
12083,2015,5,I loved it but sometimes it shows me old fares of flights...why?,,,
12084,2015,5,It's a useful app for searching the lowest price ticket!,,,
12085,2015,5,"Would be better if you could have notifications for ""watched"" flights though",,,
12086,2015,5,Wouldn't be without it. Normally always the cheapest and is the easiest to use.,,,
12087,2015,5,Please include all the flight some flights didn't see,,,
12088,2015,5,Great app for a great company  always use  Skyscanner for my flight  search,,,
12089,2015,5,I love this app if you want to find the right flights get this app,,,
12090,2015,5,Fantastic app lets you shop around for the best rates,,,
12091,2015,5,Amazing application to know which is cheapest way one single click,,,
12092,2015,5,So easy to use and cheaper than other sites I tried,,,
12093,2015,2,I always use this app but the result prices always show cheaper then the actual prices? Mis leading?,,,
12094,2015,5,"Easy and quick to use, perfect for checking flights on the go",,,
12095,2015,5,Great app for finding the best rates and deals on flights.,,,
12096,2015,5,Works a treat linking flights through airports when there is no direct flights,,,
12097,2015,5,Great app if you are looking for the cheapest flights!,,,
12098,2015,5,Scans everything and then takes you to the best prices,,,
12099,2015,5,My first and only port of call concerning flight information,,,
12100,2015,5,"Use it all the time, multiple tabs are the way forward",,,
12101,2015,5,Passport CHECK Skyscanner CHECK. ..... holidays here I come,,,
12102,2015,3,I don't see much of a difference between this one and kayak.,,,
12103,2015,5,Muy buena. La opción de busqueda con fechas abiertas es lo mejor,,,
12104,2015,1,Why is it not possible to search for multi segment flights? Also on your web site?,,,
12105,2015,5,Achei super prático e preciso. Preços já com encargos incluídos.,,,
12106,2015,5,Funziona perfettamente ed è molto utile.. Consiglio,,,
12107,2015,5,La mejor aplicacion para comprar boletos economicos,,,
12108,2014,2,"I think there are too much bugs with the software. First, I am not sure because of history or what reason, it did not shows up correct price. I tried to clear history but it still behave the same. Example: it shows lowest price of rm181 on particular day but I could not find this price at all when I try to retrieve price. Second, there are days shows up without price. 3rd the direct only is ticked but still returning search for both ways. Hah.... The 3rd bug happen after the latest update",,,
12109,2014,2,"Prices when browsing sometimes differ few quid which is acceptable, but not from 100 to 300 jump. It is quite a lot of such a huge misprices around. Good feature could be viewing on the map option for a list of airports in defined countries. Sometimes i am just looking for cheap destination for 2 or 3 days. Have to browse where those airports are. Other thing is when selecting outbound flight, prices for inbound are changing. How that is possible? And it is not few quid, but from under 200 to 500! Shame.",,,
12110,2014,3,"Used to think it was great now 1) it will show a price you think great that's a good deal, click in and the price jumps sometimes to more than double (noted by other reviews here)... 2) some of the sellers it links you to get terrible ratings on trip advisor etc - I want to buy a ticket with confidence I'm not going to get scammed... 3) also suggested here, multiple to & to search e.g from LHR or BHX or MAN for example (ITA matrix does it well)... 4) search business class and sometimes you get economy fares",,,
12111,2014,1,"When booking my first flight this app send me to a website everything was find got a good price and something felt off. Flight was OK. But the credit card that I used for the first time and only time to book with this app was cloned and used in California. Now I'm stuck on vacation without my main credit having to used my savings, I may have to sell my camera or cell phone and messing up my plans. I'm not in the us where can go to the bank. Don't used this app unless you want the risk.",,,
12112,2016,1,"UPDATED 7.20.16:  It's as if the people who are creating these updates have never even used their own app.  Getting rid of the search function to search 'everywhere' or just a specific country?  That's the only reason I've been holding out from the last major ""update"".  Getting rid of that feature makes this just another useless flight search engine.    Honestly, do you even think these things through, Skyscanner?  I'll be recommending other apps until this is fixed.",,,
12113,2014,3,Not sure if some of the cheaper ones can be trusted having done some research and occasionally I am able to get a cheaper deal going direct to airlines site as I did earlier in the year to travel from Perth to New York nearly 700 dollars cheaper. It is handy sometimes to have the widget for a rough idea of prices. I almost booked with eDreams but a quick Google search told me that most people had a negative experience with them.,,,
12114,2014,2,"Apparently, I got a flight booked but I didn't get a link to my confirmation. Didn't even get a receipt. Just a phone call asking if someone could charge my card, which seemed kinda shady. I had to look up the number to call the airline & do the leg work myself. Clunky and not really the most efficient app.",,,
12115,2014,2,"Needs a quick fix. Works great on Data but not on WiFi. Always error message ""Search needs internet connection""  Previously ok. Otherwise 4 to 5 stars rating for apps. Reinstall as advised but same error msg. Can login by WiFi so nothing wrong with internet setting.",,,
12116,2014,1,I will give one star to skyscanner because their partner traveltrolley is a fraud.. Once payment goes through they will blackmail you by asking a clear photo of your debit or credit card if you say no they will cancel your ticket and make you wait 2 weeks for refund and you end up canceling or changing your plan to travell. Stay away from dodgy TRAVELTROLLEY..,,,
12117,2014,4,"Excellent service and excellent app. The app is so well crafted, it is actually better than the website! Three features they should add that would make it perfect: 1) search from/to multiple airports (e.g. from LBA or MAN) 2) multi-stop itineraries 3) filter airlines by alliance (e.g. oneworld, star alliance etc.)",,,
12118,2014,1,"Does not work. Search a specific date, eg today, to go anywhere. Next page shows list of excellent prices for today. Next page shows a bar chart with prices for each day and not one day shows anything like the price shown on page 2. In other words the prices offered in the open search for a specified chosen day do not exist. If I did not know the main site to be good, I would say this is just a scam but I know SS better than that.  Screenshots available if SS give me an email address to send to",,,
12119,2014,2,"When you pick flights by time slots the app opens your selection and the hours available for booking don't match your selection. If it says 10pm on the selection, it may say 8am for the actual booking. It's whacky. I hope they revamp and fix because the concept is great.",,,
12120,2014,4,I always come to skyscanner if i am planning a trip.. it just brings up lowest fare and helps me to plan my travel. I even win arguments with my travel agent showing the prices listed here. Reason for giving 4 is non availability of Multi city option otherwise 5.,,,
12121,2014,5,"Eg: I want to know fare for Singapore to Melbourne for entire month of December by Singapore airlines. Dec1st, DEC 2nd, 3rd..... Dec 31st.  Simply  rout from to to, airline, month finally I can able to see Singapore airlines price in that month with every day price for entire December month. Many people book flights not only based on cheap fare and particular date of journey . they prefer airline also. If u add this feature it would be a great time saving .",,,
12122,2014,3,"MEA- middle east airline; one minute is on skyscanner and the next the booking is no longer available...they drop people after  booking process has started, and i wander why skyscanner allows this to happen!   Its very confusing when you see flights available but not real. Be aware when you try MEA! Not a honest airline.",,,
12123,2014,5,"I always travel at least 4 big trips accross  the world every yead, and I always check flights in Skyscanner because the combinations they handle are just unseen anywhere else on the net. A little con is that they aggregate results of other providers so sometimes the don't have the update prices for the month view if nobody searched for that particular dates, but still they performance  and power of the tool is awesome.  Thanks for saving me that much money!",,,
12124,2014,4,"I had both a positive and negative experience with this app however the company that I made the ticket purchase from was quick to make right the negative experience, so overall a pretty good app. It's a great search engine for finding up to date prices. The negative experience was (in my case) the delay in getting a confirmation for my flight however when I called the listed number a very polite representative was able to fix my reservation without any trouble. I will keep the app.",,,
12125,2014,1,"Previously rated 5 stars but now it says there are not flights from chicago to Denver for the whole month of March. Also tried Vegas and ""no results"". Used to be my go to flight app but now doesn't work. I uninstalled and reinstalled, still not working.",,,
12126,2014,5,"This is my ""goto"" app for locating the best deals on air travel throughout Eastern and Western Europe. The listed prices are seldom, if ever, beat!!! I have used this app to purchase tickets to Paris, Istanbul, Warsaw, Budapest, and many other places.   Its a must have for any globetrotting adventure.",,,
12127,2014,1,"I downloaded this app, and tried to use the chart feature to look for better priced dates. It told me that one of the airports I selected wouldn't allow me to use this function... NYC -&gt; ATL??? What airports does this feature even work for? Completely useless.",,,
12128,2014,2,"If you could add a possibility of searching from multiple airports in one area (Birmingham, Manchester, London Luton) to multiple airports (Berlin, Szczecin, Poznań) in another area by selecting few it would make it an ultimate connection app! Right now... nothing special.",,,
12129,2014,2,"Prices look good for certain airlines, but usually you are directed to 3rd party websites that have a lack of information, have flight timings that don't match the actual timings on the airline's own webpage.  Do check for online reviews of these 3rd party websites before purchasing. The app itself is pretty useful as a gauge, but probably not the best for ordering tickets with.  Dear page admin, I do not need you to follow-up on this comment. I'll stick with buying direct or getting tickets from more reputable online sellers.",,,
12130,2014,2,Clicked on Cheapest Fare $1100. Fare was confirmed $1100 and then taken to Helloworld Website. The website reported not available and best price $1375. Went back to do new search again with exactly same result. Can't trust the APP. Either the APP is at fault or Helloworld is at fault.  Waist of time. Have screenshots to prove it.,,,
12131,2014,3,Trying to book my flights for next and awaiting a good deal. Two came this week couldn't believe the price but thought yes I would book now clicked on the booking icon when it took me through the price went back to original price so no good offer so I didn't book it,,,
12132,2014,5,Great app!! Simply easy to use. Convenient interface and easy navigation. Only thing missing is multi city travel. You should include this to make it a complete one and only choice out in the market.,,,
12133,2015,5,"This app provides me with exactly the right information I require.  It updates price fluctuations very quickly. And for me, a real TECHNOPHOBE, it is very easy to use. In my humble opinion it is the best app of its kind. Many thanks",,,
12134,2014,5,Have now booked twice using this site and I must say it's brilliant. I find it easier than the airlines own websites to navigate. Its straight forward and idiot proof.....good for me.the airlines should take note of this.simple ticket booking from my phone.......well done five stars from me.,,,
12135,2014,5,"Skyscanner is the most thorough way to search for flights, especially in Europe. For best results use the website on a computer, use all option like 'whole month' and 'to everywhere' check prices on the actual site of bookers or airline and make notes with paper and pen.",,,
12136,2014,3,"I have the same problem that it shows a price and when you click on it it shows different.. and just checked the app, the prizes are higher then website. Whats with that!? Really bad.",,,
12137,2015,1,Can't email them have copied what they are promising on the price and the price goes up by 100s is an absolute joke. Can't find and email to complain to. Really let down by the site and I won't be using it again.,,,
12138,2014,3,I use it a lot! It shows me different dates without submitting each one at a time. My only complaint is that the low price shown on the first screen isn't really the lowest price. I hope that changes soon.,,,
12139,2014,5,"Amazing app , very much recommended for the people who travel frequently. It's helps in planning when you can grab good deal to fly. Once again AMAZING APP.",,,
12140,2014,5,"You know when sometines you have an app that is what better than their own website?  Well that's one of them. Perfect,  works well and free. Thank for making it!",,,
12141,2015,2,"Not sure why but booking from the app is next to impossible. Prices for international airfares jump by 40%+, whole flights disappeare. Waste of time",,,
12142,2014,5,"So my advice is be ready to purchase rite away and you will be happy. Remember de are millions of people all over the world serching for the same prizes you searching. For therefore dont expect the same price to be there when you Google. Onto another site. Obviously by the time you come back the ticket you just saw would have gone, Honestly this is the best app. .",,,
12143,2014,5,I love this app! &lt;3 works well and saves a lot of money! I highly recommend to use it before you book your next flight ;),,,
12144,2014,1,"Put in all my info gave me an awesome price then...when I went to book it price MUCH higher!!! If I get a flight @ the price promised, I will change my stare rating. I have screen shots for proof.",,,
12145,2014,2,I had been using this app to look for the best price available to take a trip for the past week. From one day to another?? The prices skyrocketed and now I see fewer carriers so my trip home is now double what I had thought is was going to be. Also it shows a price on the screen with all the dates and when I click it?? It doesnt show up on the list.,,,
12146,2014,5,"This app is great - directionally. It'll give you the best days to fly. But you can find better sites with better pricing. At least it did when I compared Atlanta to Nassau at the end of February.   And to be fair, it could be an anomaly, I only checked the one destination.",,,
12147,2014,5,This is my go-to app when searching for tickets. Simple and effective. Love the option to choose anywhere as destination to see prices for all destinations. Really liked that.,,,
